Data:
671,Soho,Alarmed,126,ignorant,0,zombie,158,Total,284
670,Soho,Alarmed,122,ignorant,0,zombie,159,Total,281
669,Soho,Alarmed,128,ignorant,0,zombie,148,Total,276
668,Soho,Alarmed,114,ignorant,0,zombie,147,Total,261
667,Soho,Alarmed,119,ignorant,0,zombie,149,Total,268
666,Soho,Alarmed,129,ignorant,0,zombie,136,Total,265
665,Soho,Alarmed,114,ignorant,0,zombie,148,Total,262
664,Soho,Alarmed,106,ignorant,0,zombie,154,Total,260
663,Soho,Alarmed,117,ignorant,0,zombie,156,Total,273
662,Soho,Alarmed,109,ignorant,0,zombie,153,Total,262
661,Soho,Alarmed,116,ignorant,0,zombie,159,Total,275
660,Soho,Alarmed,110,ignorant,0,zombie,160,Total,270
659,Soho,Alarmed,111,ignorant,0,zombie,158,Total,269
658,Soho,Alarmed,106,ignorant,0,zombie,164,Total,270
657,Soho,Alarmed,127,ignorant,0,zombie,154,Total,281
656,Soho,Alarmed,123,ignorant,0,zombie,145,Total,268
655,Soho,Alarmed,114,ignorant,0,zombie,137,Total,251
654,Soho,Alarmed,130,ignorant,0,zombie,140,Total,270
653,Soho,Alarmed,121,ignorant,0,zombie,144,Total,265
652,Soho,Alarmed,99,ignorant,0,zombie,146,Total,245
651,Soho,Alarmed,125,ignorant,0,zombie,148,Total,273
650,Soho,Alarmed,127,ignorant,0,zombie,165,Total,292
649,Soho,Alarmed,97,ignorant,0,zombie,164,Total,261
648,Soho,Alarmed,105,ignorant,0,zombie,150,Total,255
647,Soho,Alarmed,125,ignorant,0,zombie,147,Total,272
646,Soho,Alarmed,103,ignorant,0,zombie,150,Total,253
645,Soho,Alarmed,115,ignorant,0,zombie,147,Total,262
644,Soho,Alarmed,118,ignorant,0,zombie,162,Total,280
643,Soho,Alarmed,112,ignorant,0,zombie,160,Total,272
642,Soho,Alarmed,98,ignorant,0,zombie,153,Total,251
641,Soho,Alarmed,112,ignorant,0,zombie,149,Total,261
640,Soho,Alarmed,111,ignorant,0,zombie,154,Total,265
639,Soho,Alarmed,98,ignorant,0,zombie,157,Total,255
638,Soho,Alarmed,105,ignorant,0,zombie,152,Total,257
637,Soho,Alarmed,125,ignorant,0,zombie,151,Total,276
636,Soho,Alarmed,111,ignorant,0,zombie,161,Total,272
635,Soho,Alarmed,112,ignorant,0,zombie,162,Total,274
634,Soho,Alarmed,122,ignorant,0,zombie,166,Total,288
633,Soho,Alarmed,108,ignorant,0,zombie,149,Total,257
632,Soho,Alarmed,98,ignorant,0,zombie,148,Total,246
631,Soho,Alarmed,114,ignorant,0,zombie,160,Total,274
630,Soho,Alarmed,127,ignorant,0,zombie,167,Total,294
629,Soho,Alarmed,135,ignorant,0,zombie,165,Total,300
628,Soho,Alarmed,132,ignorant,0,zombie,157,Total,289
627,Soho,Alarmed,122,ignorant,0,zombie,163,Total,285
626,Soho,Alarmed,115,ignorant,0,zombie,164,Total,279
625,Soho,Alarmed,120,ignorant,0,zombie,147,Total,267
624,Soho,Alarmed,122,ignorant,0,zombie,143,Total,265
623,Soho,Alarmed,119,ignorant,0,zombie,144,Total,263
622,Soho,Alarmed,127,ignorant,0,zombie,151,Total,278
621,Soho,Alarmed,123,ignorant,0,zombie,160,Total,283
620,Soho,Alarmed,101,ignorant,0,zombie,152,Total,253
619,Soho,Alarmed,119,ignorant,0,zombie,147,Total,266
618,Soho,Alarmed,125,ignorant,0,zombie,146,Total,271
617,Soho,Alarmed,104,ignorant,0,zombie,144,Total,248
616,Soho,Alarmed,112,ignorant,0,zombie,140,Total,252
615,Soho,Alarmed,105,ignorant,0,zombie,163,Total,268
614,Soho,Alarmed,121,ignorant,0,zombie,153,Total,274
613,Soho,Alarmed,119,ignorant,0,zombie,146,Total,265
612,Soho,Alarmed,125,ignorant,0,zombie,155,Total,280
611,Soho,Alarmed,114,ignorant,0,zombie,149,Total,263
610,Soho,Alarmed,116,ignorant,0,zombie,144,Total,260
609,Soho,Alarmed,116,ignorant,0,zombie,148,Total,264
608,Soho,Alarmed,102,ignorant,0,zombie,153,Total,255
607,Soho,Alarmed,133,ignorant,0,zombie,145,Total,278
606,Soho,Alarmed,121,ignorant,0,zombie,143,Total,264
605,Soho,Alarmed,126,ignorant,0,zombie,142,Total,268
604,Soho,Alarmed,120,ignorant,0,zombie,139,Total,259
603,Soho,Alarmed,107,ignorant,0,zombie,128,Total,235
602,Soho,Alarmed,119,ignorant,0,zombie,119,Total,238
601,Soho,Alarmed,122,ignorant,0,zombie,125,Total,247
600,Soho,Alarmed,121,ignorant,0,zombie,114,Total,235
599,Soho,Alarmed,128,ignorant,0,zombie,121,Total,249
598,Soho,Alarmed,126,ignorant,0,zombie,123,Total,249
597,Soho,Alarmed,118,ignorant,0,zombie,137,Total,255
596,Soho,Alarmed,117,ignorant,0,zombie,140,Total,257
595,Soho,Alarmed,121,ignorant,0,zombie,140,Total,261
594,Soho,Alarmed,114,ignorant,0,zombie,138,Total,252
593,Soho,Alarmed,126,ignorant,0,zombie,141,Total,267
592,Soho,Alarmed,123,ignorant,0,zombie,141,Total,264
591,Soho,Alarmed,129,ignorant,0,zombie,145,Total,274
590,Soho,Alarmed,107,ignorant,0,zombie,136,Total,243
589,Soho,Alarmed,116,ignorant,0,zombie,140,Total,256
588,Soho,Alarmed,111,ignorant,0,zombie,153,Total,264
587,Soho,Alarmed,106,ignorant,0,zombie,165,Total,271
586,Soho,Alarmed,90,ignorant,0,zombie,164,Total,254
585,Soho,Alarmed,108,ignorant,0,zombie,158,Total,266
584,Soho,Alarmed,103,ignorant,0,zombie,163,Total,266
583,Soho,Alarmed,119,ignorant,0,zombie,163,Total,282
582,Soho,Alarmed,135,ignorant,0,zombie,158,Total,293
581,Soho,Alarmed,128,ignorant,0,zombie,159,Total,287
580,Soho,Alarmed,108,ignorant,0,zombie,151,Total,259
579,Soho,Alarmed,115,ignorant,0,zombie,161,Total,276
578,Soho,Alarmed,132,ignorant,0,zombie,159,Total,291
577,Soho,Alarmed,129,ignorant,0,zombie,167,Total,296
576,Soho,Alarmed,132,ignorant,0,zombie,148,Total,280
575,Soho,Alarmed,126,ignorant,0,zombie,154,Total,280
574,Soho,Alarmed,118,ignorant,0,zombie,149,Total,267
573,Soho,Alarmed,127,ignorant,0,zombie,162,Total,289
572,Soho,Alarmed,132,ignorant,0,zombie,155,Total,287
571,Soho,Alarmed,116,ignorant,0,zombie,149,Total,265
570,Soho,Alarmed,124,ignorant,0,zombie,149,Total,273
569,Soho,Alarmed,114,ignorant,0,zombie,141,Total,255
568,Soho,Alarmed,110,ignorant,0,zombie,146,Total,256
567,Soho,Alarmed,119,ignorant,0,zombie,141,Total,260
