Data:
671,Downtown,Alarmed,44,ignorant,0,zombie,205,Total,249
670,Downtown,Alarmed,54,ignorant,0,zombie,217,Total,271
669,Downtown,Alarmed,53,ignorant,0,zombie,208,Total,261
668,Downtown,Alarmed,57,ignorant,0,zombie,212,Total,269
667,Downtown,Alarmed,55,ignorant,0,zombie,219,Total,274
666,Downtown,Alarmed,60,ignorant,0,zombie,218,Total,278
665,Downtown,Alarmed,60,ignorant,0,zombie,202,Total,262
664,Downtown,Alarmed,58,ignorant,0,zombie,207,Total,265
663,Downtown,Alarmed,63,ignorant,0,zombie,203,Total,266
662,Downtown,Alarmed,60,ignorant,0,zombie,200,Total,260
661,Downtown,Alarmed,47,ignorant,0,zombie,191,Total,238
660,Downtown,Alarmed,61,ignorant,0,zombie,210,Total,271
659,Downtown,Alarmed,62,ignorant,0,zombie,207,Total,269
658,Downtown,Alarmed,54,ignorant,0,zombie,187,Total,241
657,Downtown,Alarmed,50,ignorant,0,zombie,206,Total,256
656,Downtown,Alarmed,55,ignorant,0,zombie,217,Total,272
655,Downtown,Alarmed,54,ignorant,0,zombie,219,Total,273
654,Downtown,Alarmed,48,ignorant,0,zombie,188,Total,236
653,Downtown,Alarmed,48,ignorant,0,zombie,185,Total,233
652,Downtown,Alarmed,60,ignorant,0,zombie,203,Total,263
651,Downtown,Alarmed,55,ignorant,0,zombie,197,Total,252
650,Downtown,Alarmed,47,ignorant,0,zombie,218,Total,265
649,Downtown,Alarmed,52,ignorant,0,zombie,211,Total,263
648,Downtown,Alarmed,79,ignorant,0,zombie,209,Total,288
647,Downtown,Alarmed,71,ignorant,0,zombie,196,Total,267
646,Downtown,Alarmed,55,ignorant,0,zombie,196,Total,251
645,Downtown,Alarmed,54,ignorant,0,zombie,196,Total,250
644,Downtown,Alarmed,54,ignorant,0,zombie,219,Total,273
643,Downtown,Alarmed,69,ignorant,0,zombie,224,Total,293
642,Downtown,Alarmed,48,ignorant,0,zombie,228,Total,276
641,Downtown,Alarmed,61,ignorant,0,zombie,205,Total,266
640,Downtown,Alarmed,63,ignorant,0,zombie,203,Total,266
639,Downtown,Alarmed,73,ignorant,0,zombie,203,Total,276
638,Downtown,Alarmed,58,ignorant,0,zombie,208,Total,266
637,Downtown,Alarmed,45,ignorant,0,zombie,196,Total,241
636,Downtown,Alarmed,60,ignorant,0,zombie,204,Total,264
635,Downtown,Alarmed,62,ignorant,0,zombie,208,Total,270
634,Downtown,Alarmed,77,ignorant,0,zombie,199,Total,276
633,Downtown,Alarmed,71,ignorant,0,zombie,207,Total,278
632,Downtown,Alarmed,75,ignorant,0,zombie,211,Total,286
631,Downtown,Alarmed,70,ignorant,0,zombie,218,Total,288
630,Downtown,Alarmed,69,ignorant,0,zombie,203,Total,272
629,Downtown,Alarmed,50,ignorant,0,zombie,192,Total,242
628,Downtown,Alarmed,54,ignorant,0,zombie,189,Total,243
627,Downtown,Alarmed,54,ignorant,0,zombie,214,Total,268
626,Downtown,Alarmed,54,ignorant,0,zombie,201,Total,255
625,Downtown,Alarmed,56,ignorant,0,zombie,213,Total,269
624,Downtown,Alarmed,58,ignorant,0,zombie,221,Total,279
623,Downtown,Alarmed,45,ignorant,0,zombie,207,Total,252
622,Downtown,Alarmed,59,ignorant,0,zombie,221,Total,280
621,Downtown,Alarmed,58,ignorant,0,zombie,217,Total,275
620,Downtown,Alarmed,60,ignorant,0,zombie,218,Total,278
619,Downtown,Alarmed,59,ignorant,0,zombie,224,Total,283
618,Downtown,Alarmed,57,ignorant,0,zombie,207,Total,264
617,Downtown,Alarmed,57,ignorant,0,zombie,208,Total,265
616,Downtown,Alarmed,57,ignorant,0,zombie,212,Total,269
615,Downtown,Alarmed,64,ignorant,0,zombie,222,Total,286
614,Downtown,Alarmed,44,ignorant,0,zombie,209,Total,253
613,Downtown,Alarmed,43,ignorant,0,zombie,197,Total,240
612,Downtown,Alarmed,36,ignorant,0,zombie,200,Total,236
611,Downtown,Alarmed,58,ignorant,0,zombie,200,Total,258
610,Downtown,Alarmed,46,ignorant,0,zombie,199,Total,245
609,Downtown,Alarmed,46,ignorant,0,zombie,215,Total,261
608,Downtown,Alarmed,73,ignorant,0,zombie,201,Total,274
607,Downtown,Alarmed,50,ignorant,0,zombie,220,Total,270
606,Downtown,Alarmed,57,ignorant,0,zombie,217,Total,274
605,Downtown,Alarmed,45,ignorant,0,zombie,215,Total,260
604,Downtown,Alarmed,48,ignorant,0,zombie,216,Total,264
603,Downtown,Alarmed,58,ignorant,0,zombie,198,Total,256
602,Downtown,Alarmed,47,ignorant,0,zombie,194,Total,241
601,Downtown,Alarmed,50,ignorant,0,zombie,212,Total,262
600,Downtown,Alarmed,49,ignorant,0,zombie,211,Total,260
599,Downtown,Alarmed,64,ignorant,0,zombie,201,Total,265
598,Downtown,Alarmed,64,ignorant,0,zombie,198,Total,262
597,Downtown,Alarmed,59,ignorant,0,zombie,214,Total,273
596,Downtown,Alarmed,65,ignorant,0,zombie,228,Total,293
595,Downtown,Alarmed,55,ignorant,0,zombie,232,Total,287
594,Downtown,Alarmed,64,ignorant,0,zombie,229,Total,293
593,Downtown,Alarmed,53,ignorant,0,zombie,226,Total,279
592,Downtown,Alarmed,65,ignorant,0,zombie,241,Total,306
591,Downtown,Alarmed,63,ignorant,0,zombie,236,Total,299
590,Downtown,Alarmed,61,ignorant,0,zombie,209,Total,270
589,Downtown,Alarmed,49,ignorant,0,zombie,219,Total,268
588,Downtown,Alarmed,60,ignorant,0,zombie,216,Total,276
587,Downtown,Alarmed,65,ignorant,0,zombie,206,Total,271
586,Downtown,Alarmed,48,ignorant,0,zombie,208,Total,256
585,Downtown,Alarmed,56,ignorant,0,zombie,198,Total,254
584,Downtown,Alarmed,62,ignorant,0,zombie,209,Total,271
583,Downtown,Alarmed,49,ignorant,0,zombie,182,Total,231
582,Downtown,Alarmed,65,ignorant,0,zombie,184,Total,249
581,Downtown,Alarmed,55,ignorant,0,zombie,199,Total,254
580,Downtown,Alarmed,61,ignorant,0,zombie,197,Total,258
579,Downtown,Alarmed,58,ignorant,0,zombie,212,Total,270
578,Downtown,Alarmed,61,ignorant,0,zombie,211,Total,272
577,Downtown,Alarmed,54,ignorant,0,zombie,222,Total,276
576,Downtown,Alarmed,61,ignorant,0,zombie,218,Total,279
575,Downtown,Alarmed,45,ignorant,0,zombie,211,Total,256
574,Downtown,Alarmed,57,ignorant,0,zombie,222,Total,279
573,Downtown,Alarmed,56,ignorant,0,zombie,223,Total,279
572,Downtown,Alarmed,53,ignorant,0,zombie,204,Total,257
571,Downtown,Alarmed,46,ignorant,0,zombie,200,Total,246
570,Downtown,Alarmed,61,ignorant,0,zombie,193,Total,254
569,Downtown,Alarmed,50,ignorant,0,zombie,206,Total,256
568,Downtown,Alarmed,62,ignorant,0,zombie,214,Total,276
567,Downtown,Alarmed,59,ignorant,0,zombie,200,Total,259
566,Downtown,Alarmed,46,ignorant,0,zombie,206,Total,252
565,Downtown,Alarmed,53,ignorant,0,zombie,197,Total,250
564,Downtown,Alarmed,57,ignorant,0,zombie,202,Total,259
563,Downtown,Alarmed,61,ignorant,0,zombie,213,Total,274
562,Downtown,Alarmed,60,ignorant,0,zombie,227,Total,287
